review_row	term	observed_direction	reviewed_category	literature_alignment	direction_assessment	confidence	rationale	citations
171	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	FLT_down	blue_plausible_complementary	G-alpha-q signaling is a GPCR branch relevant to vascular and sensory skin responses, but direction is indirect.	FLT_down is plausible but weakly supported.	low	Reduced G-alpha-q signaling could reflect receptor-mediated vascular, sensory, or inflammatory remodeling with weak direct support.	Radstake2022;Park2024
172	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	FLT_up	green_prior_aligned	Post-flight skin enriched apoptosis and inflammatory stress pathways.	FLT_up aligns with death receptor signaling.	medium	Death receptor signaling is a specific apoptosis/inflammation mechanism compatible with damaged-cell turnover.	Park2024;Riwaldt2021
173	R-MMU-8848021_SIGNALING_BY_PTK6	FLT_down	orange_uncertain_no_direct_support	PTK6 has epithelial stress relevance, but no direct skin-spaceflight direction is available.	FLT_down direction uncertain.	low	Lower PTK6 signaling may mark keratinocyte stress remodeling, but evidence remains indirect.	Piipponen2020;Radstake2022
174	R-MMU-8980692_RHOA_GTPASE_CYCLE	FLT_down	blue_plausible_complementary	RHOA is a mechanotransduction and cytoskeletal regulator, and lower activity is plausible under altered mechanical loading.	FLT_down is plausible but indirect.	medium	Reduced RHOA cycling could fit decreased actomyosin tension, adhesion, and migration remodeling in microgravity-stressed skin.	Riwaldt2021;Radstake2022
175	R-MMU-2142753_ARACHIDONATE_METABOLISM	FLT_up	blue_plausible_complementary	Arachidonate metabolism is relevant to skin inflammation, but direct spaceflight direction is weak.	FLT_up is plausible but indirect.	medium	Eicosanoid precursor metabolism could support inflammatory and barrier-stress responses.	Park2024;Piipponen2020
176	R-MMU-5610787_HEDGEHOG_OFF_STATE	FLT_up	orange_uncertain_no_direct_support	Hedgehog biology is relevant to hair follicles, but an off-state pathway does not clearly align with flight hair-cycle activation.	FLT_up direction uncertain.	low	Observed up in Hedgehog off-state is hard to interpret against mixed developmental and hair-cycle evidence.	Neutelings2015;Radstake2022
177	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	FLT_up	blue_plausible_complementary	PD-L1 regulation is plausible downstream of interferon and inflammation, but not directly reported in skin-spaceflight studies.	FLT_up is plausible but indirect.	low	Immune checkpoint regulation could reflect IFN-driven immune modulation in stressed skin.	Park2024;Akiyama2020
178	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	FLT_down	blue_plausible_complementary	Vascular-wall interactions fit immune trafficking and wound repair, but direct direction is weak.	FLT_down is plausible but indirect.	medium	Reduced vascular-wall interactions could reflect impaired endothelial or leukocyte adhesion during microgravity-related repair changes.	Park2024;CuboMateo2021;Zhao2025
179	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	FLT_down	orange_uncertain_no_direct_support	MLL3/MLL4 epigenetic regulation is broad and lacks direct skin-spaceflight direction evidence.	FLT_down direction uncertain.	low	This may reflect general transcriptional adaptation rather than a specific prior-supported skin pathway.	Cope2024;Afshinnekoo2020
180	R-MMU-69278_CELL_CYCLE_MITOTIC	FLT_up	green_prior_aligned	Direct skin-spaceflight evidence supports cell-cycle, repair, and hair-cycle remodeling.	FLT_up aligns with mitotic remodeling.	medium	Mitotic cell-cycle activation is compatible with epidermal and follicular repair responses.	Cope2024;Neutelings2015
181	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	FLT_up	green_prior_aligned	Post-flight human skin reported T-cell migration and inflammatory responses.	FLT_up aligns with chemokine immune trafficking.	high	Chemokine receptor binding fits immune-cell recruitment and skin inflammatory remodeling.	Park2024;Piipponen2020
182	R-MMU-1430728_METABOLISM	FLT_down	orange_uncertain_no_direct_support	Metabolism is too broad, and spaceflight skin metabolic findings have mixed directions.	FLT_down direction uncertain.	low	The term cannot distinguish amino acid, carbohydrate, lipid, or mitochondrial changes with different priors.	Mao2014;Cope2024
183	R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	FLT_up	green_prior_aligned	TLR9 connects innate immunity to DNA damage or microbial signals, matching post-flight inflammation.	FLT_up aligns with innate immune activation.	medium	TLR9 cascade up is plausible for barrier stress, microbial products, and damage-associated nucleic acids.	Park2024;Piipponen2020
184	R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	FLT_down	orange_uncertain_no_direct_support	This specific PI3K/AKT regulatory pathway has no direct skin-spaceflight support and unclear direction.	FLT_down direction uncertain.	low	The pathway is too specific and context-dependent to infer alignment from broad stress or repair literature.	Riwaldt2021;Park2024
185	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	FLT_down	blue_plausible_complementary	Canonical Wnt/TCF signaling is relevant to hair follicle and epidermal regeneration, but direction is indirect.	FLT_down is plausible but mixed.	medium	Reduced TCF-dependent Wnt signaling could fit impaired regeneration despite hair-cycle dysregulation evidence.	Neutelings2015;Piipponen2020
186	R-MMU-418346_PLATELET_HOMEOSTASIS	FLT_up	blue_plausible_complementary	Platelet homeostasis is wound-relevant, but direct skin-spaceflight evidence is weak.	FLT_up is plausible but indirect.	low	This may indicate vascular or blood-component biology rather than a primary skin response.	CuboMateo2021;Radstake2022;Balukoff2025
187	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	FLT_up	orange_uncertain_no_direct_support	PRC2 methylation is an epigenetic mechanism with no direct directional support in flight skin.	FLT_up direction uncertain.	low	The signal is generic chromatin regulation and cannot be tied to a reported skin-spaceflight pathway.	Cope2024;Afshinnekoo2020
188	R-MMU-114608_PLATELET_DEGRANULATION	FLT_up	blue_plausible_complementary	Platelet degranulation can support hemostasis and wound repair, but direct flight skin direction is indirect.	FLT_up is plausible but weakly supported.	low	The pathway may reflect vascular injury/repair context or blood contamination in skin tissue.	CuboMateo2021;Radstake2022;Balukoff2025
189	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	FLT_up	blue_plausible_complementary	G-alpha-i signaling is a GPCR branch relevant to chemokine and sensory receptors, but direction is indirect.	FLT_up is plausible but weakly supported.	low	The pathway could complement inflammatory GPCR signaling without direct skin-spaceflight evidence.	Park2024;Radstake2022
190	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	FLT_up	blue_plausible_complementary	p75 NTR signaling can affect nerves, hair follicles, and apoptosis, but flight direction is indirect.	FLT_up is plausible but weakly supported.	low	The pathway may reflect cutaneous nerve or cell-death remodeling in stressed skin.	Riwaldt2021;Radstake2022
191	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	FLT_down	orange_uncertain_no_direct_support	Class A rhodopsin-like receptors are a broad GPCR group with weak skin-spaceflight specificity.	FLT_down direction uncertain.	low	The term is dominated by broad receptor biology and may include off-context sensory receptors.	Radstake2022
192	R-MMU-392499_METABOLISM_OF_PROTEINS	FLT_down	orange_uncertain_no_direct_support	Protein metabolism is broad and lacks direct directional support in skin-spaceflight literature.	FLT_down direction uncertain.	low	The pathway could reflect many unrelated synthesis, folding, and degradation processes.	Cope2024;Afshinnekoo2020
193	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	FLT_up	green_prior_aligned	Post-flight human skin shows epithelial barrier disruption, consistent with reduced epithelial adhesion programs.	FLT_up aligns with loss-of-adhesion regulation.	medium	Negative regulation of CDH1 transcription fits an epithelial barrier disruption model rather than repair strengthening.	Park2024;Radstake2022
194	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	FLT_down	orange_uncertain_no_direct_support	Small-molecule transport is too broad for a specific literature-aligned direction.	FLT_down direction uncertain.	low	The pathway could reflect ions, metabolites, or xenobiotics with different expected responses.	Mao2014;Radstake2022
195	R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	FLT_up	orange_uncertain_no_direct_support	TSR-domain O-glycosylation is too specific and lacks direct skin-spaceflight support.	FLT_up direction uncertain.	low	This glycosylation pathway may relate to secreted proteins, but no prior establishes direction.	Cope2024;Pfisterer2021
196	R-MMU-8936459_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	FLT_up	red_conflict_or_artifact	Megakaryocyte differentiation and platelet-function transcription are off-context for primary skin tissue biology.	FLT_up is likely artifact or blood-component signal.	medium	RUNX1 megakaryocyte pathway up likely reflects platelet/blood signatures rather than a skin response.	CuboMateo2021;Radstake2022
197	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	FLT_down	blue_plausible_complementary	RHO and MIRO-family GTPases can affect cytoskeleton and mitochondria, but direct skin direction is absent.	FLT_down is plausible but weakly supported.	low	Reduced signaling could fit lower motility or mitochondrial transport under stress without direct evidence.	Cope2024;Riwaldt2021
198	R-MMU-5576891_CARDIAC_CONDUCTION	FLT_up	red_conflict_or_artifact	Cardiac conduction is not a relevant skin-spaceflight pathway.	FLT_up is likely off-context.	high	The term is heart-specific; skin ion-channel plausibility does not justify a cardiac conduction label.	Cope2024;Radstake2022
199	R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	FLT_down	red_conflict_or_artifact	Insulin secretion is a pancreatic endocrine pathway, not a primary skin-spaceflight response.	FLT_down remains off-context.	medium	The pathway may reflect shared ion or metabolic genes rather than actual insulin secretion in skin.	Mao2014;Cope2024
200	R-MMU-168256_IMMUNE_SYSTEM	FLT_down	blue_plausible_complementary	Post-flight skin supports inflammatory activation, while broader spaceflight literature also supports immune suppression and dysregulation.	FLT_down is plausible but mixed.	medium	A broad immune-system decrease could reflect acquired immune suppression, but it is not the dominant skin inflammation direction.	Park2024;Akiyama2020;Piipponen2020
201	R-MMU-556833_METABOLISM_OF_LIPIDS	FLT_up	blue_plausible_complementary	Skin barrier and STS-135 metabolomics support lipid remodeling, but global lipid direction is not direct.	FLT_up is plausible but indirect.	medium	Lipid metabolism could reflect barrier repair, membrane remodeling, and oxidized-lipid handling.	Mao2014;Radstake2022
202	R-MMU-1442490_COLLAGEN_DEGRADATION	FLT_down	blue_plausible_complementary	Space-flown mouse skin showed ECM remodeling and MMP-related matrix turnover, but collagen turnover direction can be mixed.	FLT_down is plausible but mixed.	medium	Reduced collagen degradation is not the expected MMP-breakdown signal, but could coexist with altered collagen accumulation or reduced turnover.	Mao2014;Pfisterer2021;Balukoff2025
203	R-MMU-2559583_CELLULAR_SENESCENCE	FLT_up	green_prior_aligned	DNA damage and radiation/oxidative stress in skin support senescence programs.	FLT_up aligns with stress-induced senescence.	high	Cellular senescence is expected downstream of DNA damage and telomere stress in flight-exposed skin.	Cope2024;Radstake2022
204	R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	FLT_down	blue_plausible_complementary	Energy metabolism is directly perturbed in skin, and mitochondrial or OXPHOS components can decrease.	FLT_down is plausible but broad.	medium	Reduced integration of energy metabolism fits mitochondrial down-regulation but does not separate glycolytic compensation from other metabolic shifts.	Cope2024;Park2024;Mao2014
205	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	FLT_down	orange_uncertain_no_direct_support	CHD3/4/5 chromatin remodeling has no direct skin-spaceflight pathway support.	FLT_down direction uncertain.	low	This subfamily-specific chromatin term is too narrow for a defensible directional prior.	Cope2024;Afshinnekoo2020
206	R-MMU-1474290_COLLAGEN_FORMATION	FLT_down	orange_uncertain_no_direct_support	Mouse ISS skin showed increased procollagen and ECM turnover, while human matrix signals are mixed.	FLT_down direction uncertain.	medium	Reduced collagen formation conflicts with some procollagen evidence but could reflect dermal atrophy or reduced matrix repair.	Neutelings2015;Mao2014;Park2024;Zhao2025
207	R-MMU-6783589_INTERLEUKIN_6_FAMILY_SIGNALING	FLT_up	green_prior_aligned	Post-flight skin inflammation supports interleukin and IL-6-family cytokine signaling.	FLT_up aligns with inflammatory cytokine response.	high	IL-6-family signaling fits keratinocyte-immune crosstalk and inflammatory remodeling after flight.	Park2024;Piipponen2020
208	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	FLT_down	orange_uncertain_no_direct_support	RNA polymerase II transcription is generic and lacks directional specificity.	FLT_down direction uncertain.	low	The pathway could reflect global expression changes rather than a biologically specific prior.	Cope2024;Afshinnekoo2020
209	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	FLT_down	red_conflict_or_artifact	Post-flight human skin showed KRAS signaling up-regulation, closely linked to MAPK cascades.	FLT_down conflicts with KRAS/MAPK activation evidence.	medium	Reduced MAPK family signaling is opposite to the reported post-flight KRAS and inflammatory signaling direction.	Park2024
210	R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	FLT_down	orange_uncertain_no_direct_support	Cargo recognition for clathrin endocytosis lacks direct skin-spaceflight directional support.	FLT_down direction uncertain.	low	This is a specific trafficking subpathway without a clear prior in flight skin data.	Cope2024;Radstake2022
211	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	FLT_up	green_prior_aligned	Post-flight skin shows immune-cell activity and epithelial-immune crosstalk relevant to lymphoid/non-lymphoid interactions.	FLT_up aligns with skin immune crosstalk.	medium	Keratinocyte and tissue-cell interactions with T cells fit the reported inflammatory skin response.	Park2024;Piipponen2020
212	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	FLT_down	blue_plausible_complementary	Interferon and skin immune activation support antigen presentation, while broader spaceflight immunity can be suppressed.	FLT_down is plausible but mixed.	medium	Reduced MHC class II presentation could fit acquired immune suppression, but it is not firmly aligned with post-flight skin inflammation.	Park2024;Akiyama2020
